140	5	2.532415	2.951342	4.241591	-7.498749	-3.671578	-7.979731	-5.336654	4.370400	5.350040	-6.778955	-9.617931	-6.428010	6.609206	6.128115	-8.108234	-6.660964	1.325222	3.638291	2.396933	1.502888	1.199295	5.072061	3.808140	4.525057	4.266860	-22.941921	-7.822664	-0.916121	-2.783391	4.370359	5.350054	-6.779296	-12.555288	-6.428010	6.609206	6.128115	-0.116459	-6.660964	7.176655	3.638291	6.568392	6.423018	6.437350	5.072061	-11.324991	-50.509652	2.056806	6.161176	4.051219	-42.090865	-19.136777	8.283463	-12.266640	3.606868	4.047788	3.455487	6.609206	6.128115	-32.194766	6.391389	-3.561986	3.638291	-19.637869	-6.572705	-0.165716	0.852530	-4.661067	-6.050275	2.639219	3.437648	3.201933	-15.172615	-8.256056	4.401657	5.334493	-4.554557	-2.937473	-3.739232	6.609206	6.128115	-11.819752	-6.660305	1.325105	3.638291	-5.880841	-2.371772	-0.165666	5.071943	-4.661666	-6.953297	2.638977	4.684758	3.202309	-20.870988	-8.256225	4.428285	5.284260	-2.937543	-1.294989	-2.000956	6.609206	6.128115	-11.821087	-6.660304	1.325105	3.638291	-11.318369	-2.372418	-0.165666	5.071555
191	5	6.626458	-22.752875	5.964374	-23.820041	-5.608934	-0.413017	2.771755	8.693755	3.244936	0.657352	-6.933560	2.073326	7.257092	6.198407	1.076399	4.149787	4.043069	5.523753	1.468258	7.379898	8.158811	6.790716	-10.447826	-62.670037	0.494267	7.572868	6.377682	-44.408575	-8.928753	8.693997	-9.584195	6.510039	4.731240	8.215352	7.257092	6.198407	-21.750779	7.657645	-1.319538	5.523753	-19.936088	-3.258851	2.515022	0.908220	6.626456	-27.146983	5.677472	-15.579283	0.202200	-5.539928	-0.689668	8.693996	2.800713	0.657634	-1.547405	2.080031	7.257092	6.198407	-10.540147	4.149787	-0.109042	5.523753	-4.599350	5.254747	8.158368	6.790530	6.626458	-2.198019	5.964374	-31.689101	-5.608935	3.493966	4.624836	2.511744	6.400274	-3.927324	-11.615306	-3.343042	7.257092	6.198407	7.163029	-0.862394	7.130097	5.523753	6.151367	7.683170	8.158811	6.790793	0.962838	-34.729465	5.964374	-6.636792	-4.309432	-24.134100	-4.636569	8.693997	-9.106781	6.510030	2.000851	8.215350	7.257092	6.198407	-3.088404	4.149838	4.040502	5.523753	-2.219377	2.060348	4.245331	0.908220
535	5	5.291207	-4.801884	0.589412	-21.463572	6.668136	-8.768318	-9.095295	-0.623866	5.956488	-4.497354	-4.343082	-5.246567	6.901818	8.550027	-10.147563	3.090209	6.946484	7.438311	0.541414	6.160190	4.518902	7.859428	-11.772905	-38.665824	0.589406	3.450528	6.668190	-36.840429	-23.961411	5.289219	-8.020872	6.616909	6.493539	6.145257	6.901818	8.550027	-26.093023	8.618076	3.281635	7.438311	-22.075531	-3.864357	-0.449033	3.116033	5.291206	-7.500103	0.589412	-15.173165	6.668136	-20.051206	-9.095891	-0.623866	3.535776	2.081441	1.840430	1.250653	6.901818	8.550027	-10.147582	3.090209	6.946484	7.438311	-0.111454	6.159740	4.518901	7.859428	5.292162	4.490407	5.604220	-36.935568	-4.303625	-5.151465	-4.871476	-0.623866	5.956489	-4.514476	-10.671316	-5.246567	6.901818	8.550027	1.384435	-1.543160	8.558824	7.438311	7.885344	8.374235	4.519462	7.859428	0.199011	-28.690889	0.589406	-3.856220	6.668190	-10.003174	-13.050985	5.289219	3.367215	0.127525	0.418189	-0.351965	6.901818	8.550027	-15.845726	8.618076	3.281636	7.438311	-9.508964	2.445585	3.622073	7.859428
715	5	-5.876271	-54.342584	0.636573	1.365103	8.129783	-57.899888	-25.283503	7.979184	-17.967337	5.222767	6.603198	6.475474	5.965536	7.915393	-28.834174	5.040724	-4.083610	4.421898	-25.228881	-8.933368	2.532110	1.102117	6.573313	3.915960	6.661412	-41.539630	-2.316892	-1.164506	2.073162	2.078097	5.622025	-6.702328	-7.787891	-5.412271	5.965536	7.915393	-3.662938	-4.837256	6.490703	4.421898	3.697033	2.809233	7.134459	6.501712	4.117807	-3.322056	0.636609	-16.249437	6.685912	-13.366490	-6.374317	2.082904	5.618730	-6.692475	-3.901331	-5.408410	5.965536	7.915393	-13.259647	-3.094070	1.644623	4.421898	-1.671795	1.742192	3.131902	6.501677	6.529407	-1.271289	6.653984	-31.876641	1.876799	-7.981786	-1.918319	2.079234	5.622009	-6.702328	-6.087093	-5.412271	5.965536	7.915393	-11.836342	-4.836912	1.644623	4.421898	-1.606779	2.790725	7.077205	6.501712	3.139426	-4.142563	0.636582	-12.022383	7.025672	-24.023950	-6.522508	2.086600	-0.018946	-0.151171	0.054145	0.790437	5.965536	7.915393	-13.900927	-2.795140	1.644623	4.421898	-8.191740	1.257005	2.628585	5.907123
1893	5	-10.782433	-52.720148	1.079213	4.154883	6.834431	-43.460159	-18.250435	8.717741	-8.807052	4.354752	6.860464	8.112028	5.600866	6.877888	-25.859104	4.324645	1.588522	4.065714	-21.627362	-9.035987	-0.278083	2.830364	2.338158	5.386081	6.317234	-26.483731	-0.271894	-1.731199	-4.401326	2.833614	8.221070	-5.707322	-11.636215	-3.579378	5.600866	6.877888	3.874227	-6.441314	6.545174	4.065714	0.949749	1.548586	5.073578	4.915852	-2.313294	-9.504660	1.093356	-3.272804	6.820924	-17.632674	-8.163786	2.833614	8.014415	-2.287213	0.727564	1.792203	5.600866	6.877888	-12.557080	-0.927527	2.903560	4.065714	-11.797729	-6.177414	0.318138	4.915852	0.536905	0.589221	5.976121	-13.787479	2.843049	-4.493520	-5.154753	2.833614	8.221070	-5.707322	-5.254430	-3.579376	5.600866	6.877888	-8.967558	-5.174096	2.961514	4.065714	-5.418013	-1.125533	3.699898	4.915852	-2.313292	-8.749089	1.093356	-7.365842	6.820924	-12.103178	-8.163785	2.833614	8.221070	-5.686016	-4.972832	-3.497671	5.600866	6.877888	-12.557075	-0.927574	2.903562	4.065714	-6.743325	-6.177410	0.318140	4.915852
2025	5	3.662634	-32.232173	6.186317	-7.300829	-0.430600	-24.900041	-6.741103	9.593989	-1.507270	7.164658	-0.317727	6.808927	5.352014	5.886354	-2.716675	7.252119	3.162837	6.404308	-4.066617	2.276720	6.882991	4.342208	-5.652931	-66.598965	3.105801	7.433432	6.139364	-48.028240	-26.578762	9.593989	-4.991291	7.164658	5.647417	6.811365	5.352014	5.886354	-23.124353	7.969325	-3.028447	6.404308	-20.319243	-11.259036	1.594317	0.620611	6.047635	-23.276134	6.308229	-12.587912	-2.902688	-24.173396	-3.191272	9.593989	-1.504800	7.164658	-0.324634	6.807332	5.352014	5.886354	2.161201	1.476162	3.163455	6.404308	-3.356707	3.675486	6.886616	4.346890	6.123425	6.334249	6.329244	-26.195125	-4.869125	3.231710	-0.172998	3.282389	9.192478	-1.810363	-12.173008	-1.740820	5.352014	5.886354	5.810248	-2.432216	5.616561	6.404308	6.556068	5.638064	6.886627	5.925283	4.948867	-23.940938	6.199395	-15.489095	-0.568988	-13.560652	-6.466918	9.593989	1.877788	3.850708	-5.773308	4.458807	5.352014	5.886354	-0.436962	6.565115	3.163453	6.404308	-0.071719	4.813788	6.886627	5.922624
2436	5	7.387015	5.882922	6.895501	-32.657482	-5.766649	-2.690915	4.033342	0.239364	7.639773	-6.267034	-9.458784	-4.097817	6.408577	6.779338	5.798053	-5.950483	6.726565	7.274021	6.285034	6.181454	6.425289	7.424588	3.123033	-23.806665	6.868994	-15.649563	-2.893979	-19.767932	-6.367332	6.480237	-6.624514	6.648848	1.744257	7.616315	6.408577	6.779338	-0.772910	4.466112	4.223251	7.274021	-1.337614	3.089410	5.539343	2.300684	-0.816104	-13.239096	3.145291	-2.326604	6.487718	-29.468696	-8.780923	0.239364	6.880337	0.720036	0.722431	1.270582	6.408577	6.779338	-16.987150	0.096766	0.616091	7.274021	-11.609683	-0.554468	0.685887	7.424588	-5.603358	-48.351810	3.135435	1.725788	6.499963	-48.617201	-22.272208	6.480237	-8.936039	6.652142	6.094233	7.616317	6.408577	6.779338	-23.495612	6.347221	-2.565454	7.274021	-17.459126	-9.966924	-0.008193	2.300290	3.346240	-4.718882	6.531637	-9.534140	0.864365	-21.281120	-4.373365	0.239364	6.937077	0.032958	0.722147	1.241047	6.408577	6.779338	-10.635815	-4.603978	0.791281	7.274021	-6.657526	-0.353085	0.851738	7.424588
51	5	8.432949	1.090867	-1.186071	-26.568532	6.274164	-9.968640	-6.121325	1.678555	7.710938	-1.527224	-7.416259	-4.320191	2.775071	6.164143	-9.339236	-2.447762	0.714409	6.689481	6.181910	6.295159	5.572063	7.317706	-5.242581	-46.380400	-1.259560	-2.808425	7.769444	-44.307788	-25.451653	4.701978	-2.581807	9.691311	7.007961	7.707034	2.775071	6.164143	-32.626229	6.922013	-5.401410	6.689481	-20.836326	-8.903048	-0.896539	1.696268	8.448696	4.675393	5.005577	-39.389115	3.049712	1.592110	-2.685711	1.678438	7.710938	-1.527224	-11.195376	-4.321602	2.775071	6.164143	1.332657	-3.565895	7.238257	6.689481	6.567464	6.639203	5.572131	7.317706	8.432949	-0.254132	-1.186072	-21.347763	6.274171	-19.230931	-6.121325	1.678751	5.216268	3.449793	-1.948729	2.198321	2.775071	6.164143	-9.339766	-2.447761	0.714409	6.689481	1.328628	6.295159	5.572063	7.317706	7.499350	-20.769653	-1.205224	-17.598960	6.383479	-27.580782	-7.195853	4.675462	3.485807	9.691311	1.139575	7.671076	2.775071	6.164143	-2.728991	4.820414	3.585840	6.689481	-5.162255	6.552412	5.572117	7.317706
63	5	-6.598103	-50.382791	4.603519	4.896714	7.261365	-45.924821	-16.677601	7.287885	-8.620758	6.063700	7.182275	7.419586	6.314558	5.562062	-33.173068	4.514472	-0.081446	6.626115	-23.058146	-8.425691	1.918364	4.480527	3.952563	4.670455	7.988290	-31.747617	1.293980	2.151306	-2.655392	1.213166	7.671878	-5.972757	-9.962876	-0.342912	6.314558	5.562062	2.537764	-8.349510	7.898079	6.626115	6.585519	7.136162	6.466482	7.102188	1.643518	-2.658294	7.699586	-16.696848	2.449954	-10.392594	-5.437451	1.213166	7.671847	-4.919699	-5.064579	-0.341328	6.314558	5.562062	-14.694367	-5.507978	1.590155	6.626115	-1.109560	0.928205	4.213616	7.102187	1.630597	-7.170668	7.699026	-11.994956	2.451662	-24.605455	-5.438587	1.213166	5.509114	-0.331253	1.388154	2.745159	6.314558	5.562062	-14.710197	-5.505225	1.588943	6.626115	-6.819605	0.920852	4.203948	7.082850	1.638171	-2.957088	7.699356	-12.722195	2.450657	-16.623256	-5.437919	1.213166	6.384775	-0.983577	1.289461	-0.192151	6.314558	5.562062	-14.700931	-5.506844	1.589651	6.626115	-3.107793	0.925162	4.209615	7.094135
256	5	7.037241	4.013858	5.039544	-33.368635	-6.357024	6.562927	0.624570	0.733550	7.174090	-5.263599	-11.529608	-10.181977	5.114863	5.260150	6.301148	-6.148316	6.658549	7.126873	5.898160	6.825384	7.321862	8.033410	-5.633781	-41.247966	3.033904	1.232556	5.351256	-23.474788	-16.797963	6.871088	1.190274	4.098816	0.855721	2.053306	5.114863	5.260150	-7.694570	4.215283	-0.826194	7.126873	-21.118071	-2.433272	4.051867	8.024356	-5.415531	-35.375502	3.553377	-0.590039	4.581849	-14.813858	-15.291406	6.871088	5.149673	1.151296	-5.450541	0.091639	5.114863	5.260150	-5.562780	4.215283	0.422691	7.126873	-12.160435	-2.432040	4.051867	8.033410	-7.983674	-48.415614	2.814655	1.433485	5.650868	-28.230733	-28.178135	6.871088	-2.433685	4.098817	5.169152	2.063815	5.114863	5.260150	-10.811263	4.215283	-3.262328	7.126873	-23.160555	-6.800567	4.051860	3.415197	-5.415531	-37.377862	3.553377	0.452838	4.581849	-17.761512	-15.291406	6.871088	4.930030	1.153283	-2.225723	1.583081	5.114863	5.260150	-5.562780	4.215283	0.422691	7.126873	-18.284385	-2.432040	4.051867	8.033410
