188	1	-10.308508	-47.374324	2.201831	1.407271	3.640207	-41.569336	-23.576439	8.271339	-9.895830	7.058201	7.867692	2.314329	6.542561	5.344125	-16.984044	3.575297	-6.000093	8.085130	-20.624616	-9.264215	2.314926	-0.577760
190	1	-6.303477	-49.079318	7.874719	0.046447	5.740120	-41.478228	-26.686165	6.672719	-15.355804	5.226207	5.996872	5.914339	8.208691	7.814240	-36.236139	8.305229	-7.557439	6.741461	-22.151451	-5.453228	-1.894150	-2.163634
194	1	-10.118185	-53.851048	1.578456	7.466669	4.740172	-47.737738	-25.581803	3.679432	-9.744336	6.994943	6.885895	5.694264	7.315646	8.491277	-14.799855	6.697369	0.010360	4.109338	-18.812477	-9.792523	3.031252	0.301896
201	1	-4.275343	-53.722200	5.280526	2.542825	6.089199	-47.216575	-23.563822	6.418550	-12.469011	5.892714	8.709943	6.366896	5.380497	6.901360	-26.598775	6.710766	-9.580807	6.736055	-22.523634	-13.196068	-1.574475	0.552820
204	1	-9.870924	-47.890301	-1.309216	5.103555	6.742624	-48.120037	-26.260012	1.170538	-11.861373	7.742867	7.332821	8.944275	4.410392	6.874168	-24.624840	7.079466	-7.685385	7.973771	-16.959860	-13.602390	1.084005	-1.008138
213	1	-7.835923	-52.244552	0.470702	6.972420	8.798583	-56.451449	-30.428040	8.895363	-16.170926	6.532615	6.555582	6.169058	7.323774	8.743027	-32.562571	6.471506	-1.875004	1.079621	-18.689888	-8.334110	-0.494351	1.644400
260	1	-14.718018	-68.567602	1.099332	4.512683	7.217444	-59.172777	-28.360268	7.769277	-13.000513	7.503335	9.137461	7.600881	8.124950	8.424080	-28.843815	6.467863	-2.556234	4.955793	-16.264679	-11.977203	1.000448	-2.025195
261	1	-9.930899	-68.552627	-2.201525	-0.413064	7.059051	-57.351458	-32.844520	8.609143	-10.437630	5.021787	7.469376	4.437666	7.963398	6.990226	-29.874434	7.970793	-0.277373	9.224490	-23.687376	-9.039195	2.158677	1.162691
267	1	-9.789202	-53.175651	0.706136	5.264453	7.099511	-47.898551	-19.351247	6.543528	-12.601775	8.505715	7.992983	8.180515	7.612278	6.695213	-19.341938	2.746037	-5.399797	5.816879	-22.889196	-11.203657	1.230511	-3.546116
299	1	-7.513422	-51.188371	-0.852443	0.962707	8.030848	-59.340231	-25.651837	6.705637	-7.021391	2.901986	7.184092	7.511359	6.649428	6.464076	-22.773969	6.741329	-9.184560	8.376230	-23.301340	-11.520189	0.841554	-2.545293
301	1	-9.617282	-49.448121	4.944095	0.145089	6.419855	-40.522151	-22.706917	5.369402	-7.971279	7.279645	6.818109	5.248911	4.331796	5.126165	-37.517064	4.696019	-2.069981	5.997175	-17.123844	-14.473801	4.731931	-2.471689
329	1	-12.462090	-51.914309	1.861880	3.814079	5.719188	-48.608301	-27.976310	7.998496	-11.736370	5.992694	6.598853	7.235783	6.208037	6.465695	-21.631770	4.180978	-0.132031	8.311518	-16.706635	-5.236424	5.195360	-1.487915
336	1	-4.974289	-50.731621	1.016427	7.048816	6.396772	-57.386521	-31.983565	6.289726	-16.489069	5.598909	5.731522	7.697885	6.333386	9.082956	-31.628997	7.957202	-7.649730	7.791515	-17.397766	-5.222248	2.984011	5.011028
338	1	-10.149986	-54.274369	3.952474	4.373008	7.808804	-58.984224	-25.975208	7.424399	-12.311516	7.085620	7.497105	3.440821	6.565648	7.656102	-31.795946	6.805253	-3.067957	6.736669	-21.687086	-9.638316	-1.110249	-0.126938
366	1	-9.620492	-61.935330	-0.074868	7.100098	6.953188	-51.872136	-25.746678	7.952541	-16.563835	6.490592	7.545494	6.846397	6.196014	7.573644	-33.170936	8.975842	-2.783538	6.411352	-21.448559	-12.371228	-0.847758	2.641257
373	1	-9.015095	-59.285878	3.640112	5.669273	4.399572	-43.564444	-27.845539	7.179223	-9.616008	6.832775	6.640758	7.364552	4.166981	5.911536	-29.494166	6.941368	-6.406868	6.911378	-15.791313	-10.755553	4.157186	1.961424
395	1	-11.442014	-50.949644	2.308545	1.263278	9.145803	-48.062548	-30.569226	7.587070	-6.561301	6.157327	1.947151	6.298739	3.731469	6.258719	-28.254106	5.556747	1.742802	7.848592	-20.978615	-10.201157	0.661664	-1.254939
405	1	-2.960774	-55.568288	6.307888	6.560517	4.916362	-52.311278	-29.598486	5.692542	-8.357328	8.902341	7.267221	6.332295	6.883874	6.409066	-28.998407	6.599292	-6.598966	2.760378	-23.109398	-11.778361	0.959427	-1.118713
447	1	-10.298520	-42.089672	-0.218415	7.107331	8.005082	-41.861575	-19.148836	1.595589	-10.855582	7.441469	6.941074	3.480522	3.777380	8.094600	-20.401516	2.050792	-0.534370	1.492862	-24.536818	-14.209701	1.822172	-2.592025
458	1	-10.491854	-57.843075	2.897398	5.262204	5.245957	-55.260763	-24.379669	7.173685	-11.467514	7.017603	6.398178	6.982881	6.930168	7.609854	-38.683664	6.429828	-4.844474	6.933112	-24.057771	-10.316060	-2.730993	0.721434
475	1	-1.667761	-49.515640	1.151387	6.650272	5.454520	-39.856786	-19.752822	6.577855	-15.746965	4.711045	5.791267	6.463757	3.196045	5.257937	-31.976663	5.856997	-9.174883	1.782130	-21.554772	-3.605797	-0.115030	5.758513
504	1	-9.386870	-52.582076	2.099077	0.535897	5.038905	-58.365913	-20.071114	6.108840	-11.289812	7.267076	4.971122	5.748549	4.617301	6.162494	-25.137763	8.422463	-3.524286	6.855079	-19.824189	-9.913100	3.296306	0.596497
518	1	-7.025698	-60.113408	6.414274	1.018133	7.473935	-44.615627	-33.679693	8.841350	-18.224555	6.110266	6.266156	5.951179	4.452768	7.102276	-26.794104	6.487715	-2.832864	3.047830	-19.102220	-15.568423	4.440023	0.913823
522	1	6.143288	6.741506	6.650306	-35.056191	-8.381806	4.516702	0.132572	0.222922	6.684544	-2.763706	-10.583508	-4.711048	6.602006	5.198420	1.861222	-7.322532	6.430272	8.141943	5.292437	6.549189	5.422002	6.335792
545	1	-7.609933	-55.085462	5.774076	0.458571	5.038816	-44.639349	-23.025813	6.760860	-7.903631	7.142406	1.384894	7.063532	6.009781	9.227590	-27.340359	5.343862	-4.906556	6.587533	-20.650986	-10.473888	4.382511	-3.103953
547	1	-11.432416	-50.803199	3.199837	5.513750	6.651420	-51.713821	-23.934503	4.838075	-8.401797	9.613167	2.233549	6.388509	6.274628	6.749132	-32.867441	6.463435	-2.035884	3.221865	-18.129881	-10.728374	0.599550	-1.671619
548	1	-11.169310	-54.086384	5.726262	-1.851373	6.198105	-55.109600	-26.015869	7.110780	-13.104418	3.158444	7.259302	6.703179	6.822538	5.809261	-29.227354	6.579155	-0.215592	7.303404	-24.594993	-10.579732	2.136712	-2.606100
583	1	2.901705	5.140479	4.798808	-29.971737	-4.819376	0.957368	0.164913	-0.984807	7.004067	-7.097421	-10.883486	-6.180904	5.601583	5.016211	4.743441	-10.981442	9.141140	6.423200	5.374290	6.508254	6.815991	5.711133
619	1	-7.346697	-43.850559	5.386788	4.767310	3.913741	-37.939584	-22.023016	5.534106	-14.688986	5.894901	8.419966	9.275383	5.035822	5.770199	-28.061062	9.258139	-6.387729	7.654424	-20.135881	-2.498645	1.071197	0.388897
643	1	-10.030439	-60.881331	4.696021	-0.802665	7.516172	-43.907670	-30.965766	7.824348	-8.102198	6.481959	8.176010	7.716637	5.255753	7.860048	-30.508387	6.307927	-6.489018	9.079975	-17.088975	-15.903077	0.505582	0.319466
644	1	-11.559824	-51.070985	1.220616	3.718080	7.107325	-45.973139	-27.196323	5.908764	-11.516898	6.609129	4.880622	4.502117	7.520921	6.888759	-26.079103	6.433582	-6.471110	6.053571	-15.225501	-15.764625	-0.205656	0.146719
659	1	-7.941440	-49.704616	0.183042	0.235372	7.659542	-52.921258	-30.453679	5.709124	-7.984152	5.082445	6.624536	5.265927	6.608149	7.791465	-30.555314	8.063233	-5.731735	5.355981	-24.678746	-9.197362	6.592540	-0.141091
695	1	-12.663465	-41.900196	2.410694	4.366826	8.649827	-46.480234	-24.921619	6.107166	-13.263562	8.478112	5.075588	6.012811	7.499798	6.587634	-27.922327	8.446665	-8.710104	6.989637	-15.137323	-8.681382	-1.107517	-1.425232
705	1	-5.710485	-58.047048	3.190719	5.548306	4.017033	-41.141537	-23.540147	6.755197	-13.588404	5.447799	5.022825	5.750312	5.147611	7.514776	-28.302915	5.192603	-9.894109	6.444691	-18.050049	-13.723925	1.439018	0.926830
731	1	-10.925018	-61.118787	-0.395914	3.033789	8.467336	-42.882249	-34.407767	6.714023	-11.326384	6.745185	8.524173	7.439414	5.578597	7.691392	-29.376908	6.147131	-5.014102	6.482977	-17.237465	-11.502097	2.149031	-3.442159
735	1	-4.667928	-59.344608	1.274124	5.173017	9.120886	-46.741414	-31.374549	8.496919	-14.422755	6.585962	6.852825	6.013618	7.334770	6.782237	-23.967258	8.510091	-2.103253	7.306221	-21.608181	-4.570550	0.437612	3.859402
755	1	-5.723147	-63.644460	-1.630256	6.895149	6.743468	-41.383957	-24.442198	7.709478	-13.174724	5.220496	4.093480	7.371098	6.311986	3.483019	-28.550878	6.334499	-10.528922	4.952134	-18.157166	-12.449931	1.003527	2.349193
761	1	-6.352447	-45.026172	0.820754	5.599052	7.138784	-39.286293	-34.760579	5.894792	-7.004174	6.335545	6.530449	3.697634	7.728213	7.269451	-34.439322	6.962178	-1.248434	6.034462	-14.143651	-4.038102	0.437630	3.913031
766	1	-8.383885	-53.352062	4.938105	4.899564	5.945856	-54.799349	-35.153955	6.182586	-13.662977	5.932567	7.566244	6.967020	3.638591	6.957938	-23.403198	5.285443	-5.044223	5.340363	-19.761172	-13.312587	2.428773	-0.316625
805	1	-10.790378	-58.762458	2.222200	2.979770	6.528365	-50.429484	-21.272073	9.709600	-11.379833	6.336000	7.686108	7.239437	6.860744	7.895246	-26.831863	7.336522	-2.622058	5.008756	-18.417369	-8.457900	-0.064357	3.412717
816	1	-10.048621	-52.334909	0.978103	5.178736	5.759194	-56.054775	-25.172493	4.907400	-10.834708	6.036741	7.093389	7.330481	8.043250	7.596997	-33.350996	9.222822	-2.498166	6.442981	-21.534265	-10.161641	-0.069120	-4.681869
819	1	-8.831708	-57.470407	0.836464	7.897519	5.286241	-52.933668	-25.425495	7.667711	-14.289440	6.789723	7.048563	6.387787	6.161120	7.154067	-22.980018	8.890556	-1.353835	6.027588	-20.357579	-8.204934	0.763089	-1.450383
832	1	-10.960223	-51.792582	-1.861036	8.094278	8.996405	-49.482290	-24.523469	6.652224	-9.029550	4.328369	6.514204	6.440883	6.321128	5.952722	-24.138360	8.910689	-7.744716	3.817749	-21.675346	-6.825071	3.299586	-3.950898
852	1	6.704794	7.145341	8.770331	-23.498575	-1.600750	3.146485	-1.422047	-0.260029	6.485297	-4.026179	-11.028192	-5.114175	6.892734	1.436642	7.692891	-5.781338	7.367168	6.364432	7.252738	8.289225	4.085206	7.439096
867	1	-6.483052	-54.088693	-2.466328	5.016329	7.193303	-48.876219	-33.378744	5.796947	-18.468398	6.276584	6.454423	6.989732	5.846090	8.698251	-28.847260	3.042305	-2.751365	7.558705	-15.432811	-10.201662	0.508346	0.914346
949	1	-3.487676	-41.389461	1.514400	1.188006	5.487690	-38.771734	-22.761390	3.616867	-8.713429	7.614077	8.572409	7.092443	3.453325	5.520480	-23.930841	1.500211	0.501031	8.047786	-21.315324	-11.498901	3.355855	-1.505991
953	1	-11.067783	-61.844162	-0.743486	0.064306	7.960994	-52.591256	-36.777346	8.539070	-16.781747	7.132569	7.995145	7.549947	8.887441	7.134246	-25.474047	6.672009	-4.229358	6.249989	-24.421844	-9.959059	2.692274	-1.963886
965	1	-9.382244	-45.649973	1.248718	2.222908	6.656831	-41.570143	-31.975197	5.723850	-8.464472	1.815497	7.315951	6.143805	5.471839	5.465815	-27.686482	6.705159	-5.737752	7.168272	-20.605262	-10.696894	3.521559	-1.338183
970	1	-15.111534	-35.897176	0.550125	8.405618	7.323434	-47.677169	-26.037951	4.403157	-4.137909	6.536003	6.290805	3.603159	5.048815	7.273004	-28.394909	8.302591	-8.937826	5.981142	-22.532353	-14.096923	0.693530	-1.304158
973	1	-6.169336	-55.508563	-5.175141	6.589325	7.561865	-49.221388	-24.650086	5.510507	-11.621985	5.422189	5.842746	5.348664	7.373219	6.357623	-25.320862	6.999486	-7.179366	6.394571	-25.333523	-9.994348	-0.933419	-2.953243
977	1	-7.268720	-49.766933	5.488794	1.399914	3.893867	-40.864631	-27.899183	6.876530	-15.724990	6.434488	7.779334	4.961498	7.267200	7.794542	-26.003716	9.009978	-5.296556	8.565184	-15.351447	-13.277592	-2.140048	1.018721
1000	1	-6.838874	-60.252985	-1.719518	1.279240	9.070509	-47.688420	-30.106719	5.807744	-6.523322	6.540690	6.356465	6.743954	7.170856	8.122033	-27.473353	7.766626	-4.156331	7.046411	-18.050951	-11.632541	1.400377	-1.036787
1022	1	-3.795636	-58.498625	1.952874	3.346345	5.385712	-25.451702	-16.626741	4.030357	-5.443603	7.354961	5.966334	3.802185	7.147667	6.033629	-30.532847	8.086639	-6.369677	6.382953	-17.106938	-8.463423	2.667039	4.194437
1041	1	-11.181765	-53.784826	2.019459	6.064784	6.706105	-51.250859	-37.839880	8.424318	-12.745929	4.268972	4.116874	7.096087	6.417702	8.066999	-30.660103	6.218461	-9.741650	7.063093	-14.377748	-2.785302	-0.789379	1.367302
1046	1	-3.403606	-48.200233	1.977603	4.559656	7.742071	-37.826903	-29.558719	7.323354	-10.987822	3.504207	7.245658	6.734563	6.523840	7.758363	-34.490616	6.076433	-5.214512	7.029947	-18.271436	-6.801664	2.367302	0.406557
1061	1	-8.642253	-59.368024	2.625298	1.207902	4.689139	-48.473945	-28.426288	7.778865	-9.095898	4.211390	5.725666	6.139617	9.330095	4.939322	-26.891799	7.775159	-5.562369	8.053856	-19.503946	-5.655071	3.915973	0.848346
1110	1	-6.340917	-44.692331	2.001534	9.025164	6.313494	-43.327018	-26.872054	4.520061	-10.848832	6.934223	4.804901	6.757768	5.461429	6.738733	-30.143922	7.012294	-1.776788	6.474763	-19.988359	-10.428594	-1.373980	-1.288509
1177	1	-8.557661	-49.176214	2.897371	4.765011	5.829895	-48.206483	-27.113549	7.272575	-11.565430	6.209028	7.119281	7.227405	5.359087	8.735616	-25.842204	7.849326	-6.477710	5.506438	-22.173491	-8.455190	2.480584	2.184390
1193	1	-5.652314	-58.604226	0.420776	8.364975	6.628683	-52.284909	-21.301470	8.456644	-15.303657	7.993841	7.403535	6.381282	8.688681	6.492295	-30.095671	9.029257	-6.359416	3.768598	-15.189001	-10.857985	0.460218	0.112018
1194	1	-6.068848	-57.724629	0.421691	-1.919719	5.005306	-47.427935	-19.775129	6.238296	-10.575997	5.848907	5.702421	1.665686	8.949263	6.439096	-28.714361	6.772460	-3.143476	5.271357	-19.589548	-9.030198	0.681039	-1.754983
1203	1	-9.504979	-49.880932	-3.555650	3.856252	7.450816	-47.008691	-27.095847	5.713235	-6.086919	7.810457	5.496801	2.823958	6.497212	7.194859	-31.194732	7.567179	-10.772633	5.811994	-21.132637	-5.864954	0.165566	4.150545
1211	1	-13.054435	-63.871013	1.620516	5.812996	6.355502	-51.883633	-31.969150	4.349485	-14.542908	7.514382	5.776620	5.884621	7.516244	7.520237	-31.771486	7.107974	-1.345766	6.821904	-19.724461	-3.956678	1.434754	-0.241423
1213	1	-8.064359	-53.011947	-0.162900	4.572332	5.824133	-50.475478	-18.342082	6.988762	-12.520436	3.449835	6.169391	5.022382	6.260536	6.382107	-23.856081	6.644352	-4.887192	8.806605	-20.958542	-6.377554	0.995030	3.557074
1219	1	-9.752819	-46.908793	0.781380	4.230801	4.599969	-39.171992	-27.746098	5.421491	-7.116419	5.227952	5.146369	6.923193	5.266595	3.776413	-27.328506	6.733215	-3.318298	6.540711	-17.576148	-5.760010	2.548891	0.308155
1259	1	-5.879637	-55.196846	3.290069	3.898638	8.028104	-60.923538	-18.975105	6.539331	-10.286657	7.133291	3.207038	3.149184	6.616762	6.340642	-32.714513	6.636208	-0.396682	6.404922	-19.343292	-7.622570	0.166901	-2.282878
1264	1	-10.589671	-53.806482	-4.684464	-0.390456	6.133198	-51.100725	-31.949801	9.180433	-8.779708	6.313165	7.380354	7.283170	6.046760	8.511243	-31.617650	6.378734	-2.131040	8.989216	-16.482658	-7.588976	3.094096	-2.922218
1323	1	-9.457053	-57.528194	0.844224	-4.944382	9.306718	-50.756210	-27.271390	8.267588	-13.314578	6.767403	6.827701	5.007141	7.568847	5.683542	-14.948811	6.116509	1.060170	6.627664	-11.575607	-9.983920	5.398333	-1.359244
1358	1	-12.341763	-56.545424	-2.391337	6.602919	6.805082	-48.557536	-33.505782	6.289143	-13.125310	8.348318	4.428932	6.603928	6.816529	5.242615	-26.882697	6.612125	-7.335059	7.887769	-19.065146	-12.057125	-2.021990	-2.664350
1394	1	-8.831303	-54.274305	8.245416	-5.638630	2.580407	-49.863013	-22.967010	6.033371	-5.151787	6.662628	6.078814	3.099125	6.986842	8.051473	-28.991638	7.535358	-10.465761	7.783288	-18.088569	-6.889627	0.628684	1.967330
1438	1	-9.657582	-50.355207	6.984327	-2.757523	6.257319	-44.680384	-30.937882	7.596540	-12.608766	7.569986	7.899824	4.235210	6.294881	5.356223	-22.646383	7.512875	-5.404243	6.609423	-23.636250	-9.821316	3.802901	3.048015
1443	1	-9.289663	-67.837409	-0.505950	6.784725	6.871063	-46.544629	-33.236920	7.058216	-13.897261	5.805718	5.619997	7.874298	7.639751	7.980504	-25.034261	5.444230	-3.090732	3.984228	-21.251828	-10.516026	2.955160	-2.851817
1449	1	-9.390751	-57.913143	0.116304	2.968372	5.662819	-42.421408	-27.871119	8.701819	-10.876600	9.165012	5.799851	7.918760	3.355846	5.781208	-29.720570	6.743129	-6.326467	5.435164	-17.952589	-8.365237	0.677424	1.445168
1467	1	-5.594027	-57.824199	-2.954517	6.300256	6.276894	-46.783765	-26.161244	7.695262	-12.715038	9.385011	5.896434	7.088933	7.248688	5.928776	-22.485794	7.907207	-4.959416	6.795710	-18.787372	-9.357973	2.882488	0.168948
1478	1	-10.330021	-61.197806	1.425274	5.210116	6.310694	-54.552696	-32.275100	8.687683	-15.633684	8.051225	6.063539	7.292591	6.291874	7.163963	-28.341922	8.419252	-5.218396	7.114296	-19.435564	-10.201770	1.176882	-0.650755
1508	1	-10.268594	-51.481239	-0.922718	9.073425	6.628057	-47.021820	-27.230542	6.243027	-9.857291	7.042804	5.876194	6.239375	6.254836	6.570455	-33.317728	7.304122	-3.615940	5.335817	-19.439696	-14.559073	1.540106	-0.608321
1531	1	-10.285827	-44.883740	1.530333	4.500720	5.807390	-46.788458	-31.988490	6.839893	-10.468235	1.531122	6.907529	7.022753	5.834994	7.600517	-26.022494	6.601098	-10.945084	5.076300	-18.619022	-11.540410	1.096120	0.878471
1551	1	-4.197141	-42.373123	2.163137	5.456900	6.020809	-51.781712	-30.111709	5.638059	-4.321524	6.455244	2.326859	2.032506	6.065665	8.285495	-19.345198	5.688492	-9.054907	4.918714	-16.673850	-12.551005	1.909100	0.709255
1552	1	-11.748049	-44.962711	3.409622	-0.794104	5.719354	-45.720752	-30.526734	2.632396	-7.335890	5.231416	6.182346	6.273861	6.723196	8.438777	-24.399112	4.509501	-2.760664	6.464776	-16.488129	-8.983951	2.086347	-1.773713
1556	1	-7.709539	-48.354036	3.518716	4.837243	4.836948	-50.327004	-29.809388	6.873341	-13.325198	7.370637	8.015366	6.707757	4.943301	6.956835	-27.868617	6.440284	-4.726006	2.979932	-19.691534	-9.868665	0.639073	-0.490439
1605	1	-11.209823	-55.592939	-2.530750	1.502564	4.913893	-44.618788	-19.075520	6.375105	-6.897352	3.239197	7.366379	8.946219	8.293575	6.319763	-28.888166	8.260116	-3.321100	8.712070	-19.880447	-11.257251	1.909787	-2.887074
1623	1	-1.595993	-54.402976	3.120201	8.357363	9.053632	-44.224600	-32.958289	6.678795	-10.858098	7.052157	6.923923	7.881743	5.079685	5.903692	-31.494831	7.171392	-5.650294	6.585933	-22.570615	-11.420049	0.871915	1.894620
1639	1	-12.354237	-48.864009	-0.149313	6.238237	7.298459	-40.434297	-20.910430	7.638040	-12.841964	5.673120	6.879983	7.514622	5.592327	9.353365	-22.824782	3.557691	-1.351757	6.106865	-19.115470	-10.998182	4.250551	-0.877242
1640	1	-14.685046	-53.583415	-2.519031	6.425934	6.225584	-51.611949	-34.546002	7.327914	-9.436625	6.494646	6.551635	5.608189	7.140457	5.361040	-23.799438	7.795451	-4.391996	6.972457	-19.389852	-10.125605	1.911763	-2.161997
1683	1	-8.594635	-48.999426	6.512751	-7.212454	3.638325	-33.636105	-25.067481	7.069678	-6.012781	4.319812	2.919417	7.104450	4.927352	3.993464	-27.622954	8.491168	-8.611459	6.708822	-21.416531	-9.470364	4.852263	-2.415748
1688	1	-5.666381	-52.307961	2.956183	6.592941	6.631287	-44.771184	-24.172793	5.725682	-5.090024	7.178594	6.286744	1.774661	2.490774	7.350919	-24.315084	7.448962	-9.637855	4.543116	-21.194694	-12.584355	2.417143	-2.103947
1699	1	-5.954829	-58.068973	4.052535	-1.439447	5.758394	-52.055162	-23.303012	5.834105	-10.536023	6.991560	6.817866	4.145510	7.291513	7.233347	-25.400327	5.250995	-5.290838	6.388411	-22.720610	-10.129434	4.523399	-1.943505
1712	1	-7.545072	-58.227379	-0.566873	9.077566	8.115154	-43.505819	-22.337266	8.549708	-9.839200	4.420111	8.232251	6.689041	6.126535	5.895444	-24.720436	4.965325	-4.602198	5.895294	-22.525778	-12.897219	0.382288	-2.369717
1741	1	-9.511262	-47.299096	3.455886	-0.917646	5.971528	-42.818919	-29.461411	3.249925	-11.098198	5.701747	6.638195	2.962211	6.962440	8.334888	-30.528838	6.524636	-4.362614	8.260484	-22.619820	-11.499216	2.460886	-3.173189
1760	1	-7.069995	-57.497685	0.777045	1.677842	9.400684	-57.152608	-21.972396	7.547630	-9.423723	7.020857	9.235399	5.603905	7.287481	6.689737	-27.208433	6.356098	-5.366853	7.690248	-19.841347	-6.737302	3.044861	-4.078948
1796	1	-7.126807	-49.097220	0.271964	3.373570	7.980234	-49.179140	-31.517785	9.198482	-11.299139	1.965964	7.948976	6.333051	6.033230	7.560889	-25.995194	5.973870	-3.856857	9.451732	-22.485150	-9.712425	-0.577424	3.095799
1799	1	-6.857104	-49.100253	2.583687	1.953790	5.106144	-25.470163	-29.213445	4.607791	-7.524539	4.151660	7.913475	3.684222	7.872001	8.103726	-32.547380	7.285352	-7.551820	4.071511	-18.941136	-6.937799	1.458930	4.099211
1827	1	-15.089969	-51.359592	0.829965	3.885006	7.373870	-42.967708	-31.905006	7.898803	-14.715539	9.643518	5.152782	5.287323	1.577511	9.225269	-29.008569	3.638311	-0.538645	6.410144	-18.643257	-11.168042	0.633129	-3.797473
1835	1	-10.326644	-52.627874	4.831803	0.216294	5.968264	-50.697863	-21.692165	7.736155	-16.125924	9.364018	7.920490	4.932168	5.191305	6.584620	-30.804591	6.430546	1.119506	4.186038	-15.362337	-10.207458	0.532082	-1.628405
1838	1	-5.835515	-55.197743	0.573205	4.748286	5.513962	-48.154697	-28.964130	8.559319	-15.718404	6.581518	8.537558	7.782723	4.705882	7.184162	-22.970511	7.525542	-4.396438	6.808175	-15.479187	-16.785162	-0.514429	2.027696
1851	1	-8.195311	-64.827109	3.720348	-1.462864	7.631705	-56.249652	-29.126753	7.318672	-12.540282	7.475025	6.141550	4.191961	6.068825	7.844898	-26.356513	9.283560	-4.833357	6.845729	-21.093711	-6.451657	-0.515917	1.908923
1858	1	-6.378498	-52.661171	0.412804	4.963335	6.749504	-51.367950	-30.216589	4.428322	-7.652727	5.499122	6.303956	7.538101	4.403342	7.530525	-26.195359	4.552990	-4.326026	6.124190	-20.300248	-13.988830	2.823813	1.124042
1859	1	-9.231506	-54.675902	0.074739	6.563947	6.108021	-52.582960	-35.802690	1.765762	-13.519748	7.033419	7.362792	4.749547	6.301202	8.331728	-32.645599	9.348288	-3.604953	6.723942	-22.449541	-8.741105	-0.409443	-0.096544
1886	1	-5.690965	-52.771460	1.833073	6.823209	8.076060	-45.117603	-22.954354	7.323128	-15.165080	7.006341	4.289606	8.428972	7.725723	8.155212	-30.743155	6.936866	-9.660702	5.272924	-19.635177	-8.929772	-1.902883	-0.110716
1911	1	-9.906973	-53.593788	-0.725738	5.746888	7.258941	-59.526852	-26.857455	6.036649	-11.585404	8.560649	6.488223	7.745963	7.118032	7.645942	-20.918486	5.300694	-1.743836	5.992212	-21.811405	-12.012007	1.989325	-2.131747
1921	1	-10.134462	-65.268303	1.850611	5.331169	7.486679	-52.974378	-31.082257	7.237283	-18.377142	7.394446	8.689871	6.750127	7.724087	3.416232	-23.550477	6.573625	-7.343101	6.362979	-20.251557	-9.011632	4.097025	-1.605772
